光伏用户编号,综合倍率,时间,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96
f1,80,2023-5-1 0:00,0.0005705565369700573,0.0005705565369700573,0.0005705565369700573,0.0005705565369700573,0.0005705565369700573,0.0005707713994245212,0.0006467519462770907,0.0005707713994245212,0.0005035041459881966,0.0005035041459881966,0.0005035041459881966,0.0005008042930053819,0.00044512830933580224,0.00044512830933580224,0.00044512830933580224,0.00044512830933580224,0.00044512830933580224,0.00044512830933580224,0.00044512830933580224,0.00044512830933580224,0.0007767515349507277,0.0009228203862080283,0.002666720899596182,0.006567695527855902,0.1630147607741952,0.20942711153494228,0.3050277732511669,0.3812390488852672,0.5563604438149434,0.6655247929909316,0.7774956366204717,0.8296634206551736,0.9967806639976421,1.1329321429447388,1.1955936065622392,1.247876401995161,1.363769348073777,1.4377655592150536,1.516845084184203,1.5445152367304271,1.6237620242839477,1.640931973445194,1.6895202371824283,1.6895202371824283,1.7294504506609567,1.7430817388641047,1.7452676840062857,1.7452676840062857,1.7809863877792402,1.7809863877792402,1.778572415507236,1.7637834189301285,1.7585457633186785,1.7245350721214132,1.63791343144556,1.5793366180679662,1.5736026739932072,1.4787155445391769,1.4022919340226967,1.329376182642348,1.1086588941587647,1.0159717264404493,0.8002775798473681,0.6954763695803423,0.5481303627418529,0.42093418365139157,0.3582046732638957,0.28161119756026903,0.21158772208921342,0.1551858812577158,0.1201592605376868,0.09980366618704471,0.01898585072116112,0.004265971170746908,0.000869754499216951,0.0009437816185331649,0.0006825706973081063,0.0006825706973081063,0.0006825706973081063,0.0006825706973081063,0.0006825706973081063,0.0006825706973081063,0.0007585512441606758,0.0006825706973081063,0.0006825706973081063,0.0006825706973081063,0.0006825706973081063,0.0006825706973081063,0.0007114389515400483,0.0007114389515400483,0.0007114389515400483,0.0007114389515400483,0.0007790800824288678,0.0007790800824288678,0.000769869605605583,0.000769869605605583
f1,80,2023-5-2 0:00,0.0006023616551287916,0.000599661802145977,0.000599661802145977,0.000599661802145977,0.0005826768448679095,0.0005826768448679095,0.0006586573917204791,0.0005826768448679095,0.0006285300563779189,0.0006285300563779189,0.0006285300563779189,0.0006285300563779189,0.0005854464816964904,0.0005854464816964904,0.0005854464816964904,0.0005854464816964904,0.00064112246536607,0.00064112246536607,0.0006438223183488847,0.0006438223183488847,0.0010427127974001382,0.0011887816486574408,0.002932682162045593,0.0062376752762803,0.0518831747716157,0.06526962098002395,0.08836556681110302,0.10566294908577568,0.23850057670195712,0.28258444666529764,0.38491979544994237,0.38693934822227716,0.4350036154337709,0.48141024988720416,0.48657220564401726,0.524257093890438,0.5303636895759161,0.5335053609438958,0.5558087694318512,0.5820616653716183,0.6027348706964937,0.6098357623051026,0.6567733301130455,0.6567733301130455,0.6611739438263439,0.6570184177225304,0.667714234875332,0.6723716071000843,0.6627923733059684,0.6581350010812161,0.6380547536574033,0.6397852896252415,0.6440258949882711,0.6175739498429873,0.5317237163267419,0.5029681026893229,0.4819259953296271,0.45830513090649216,0.41634986794811946,0.35064540292707264,0.318405613962595,0.2725714140660399,0.2503176798401426,0.19101859885985906,0.1594243202315043,0.13379722554964063,0.08405946234016982,0.0726834116875269,0.05687576545372263,0.04099841565289373,0.029394533364717406,0.02865012253830337,0.0023283872478695646,0.0009050205954121387,0.0007851659082602023,0.0007851659082602023,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0008620932831380409,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716,0.0007861127362854716
f1,80,2023-5-3 0:00,0.0009310609523479745,0.0009310609523479745,0.0009310609523479745,0.0009310609523479745,0.0008261470258094204,0.0008261470258094204,0.0009021275726619897,0.0008261470258094204,0.0008550152800413622,0.0008550152800413622,0.0008550152800413622,0.0008550152800413622,0.0008550152800413622,0.0008550152800413622,0.0008550152800413622,0.0008550152800413622,0.0008577849168699439,0.0008577849168699439,0.0008577849168699439,0.0008577849168699439,0.0016195019963401414,0.0017655708475974394,0.0038430853892243697,0.009188159786321301,0.09877684971956922,0.12004541229639859,0.17596337048199528,0.23789524156728048,0.3755581124594113,0.48287859964488294,0.6007956257251617,0.681137016570097,0.8160969954051563,0.918826013849714,1.0325949706035247,1.0868231945279454,1.1665464688765301,1.1858867070674417,1.2200674528083288,1.2431890930269738,1.3067351965820846,1.373663560858881,1.4394140994694848,1.455993339458254,1.4638699849955819,1.4483166851630007,1.3767564545518447,1.3200609941851447,1.2825534933336686,1.2824763867552305,1.2613771264736313,1.3180467290809041,1.418610584629887,1.3809074497751415,1.3138352990443294,1.2429537756257893,1.133896099720498,1.03994539613613,0.9439693372096034,0.8568690774735542,0.7400061491163994,0.6412063865787043,0.46480418185890937,0.38201562616083956,0.3206543183019532,0.2860192404866349,0.221214661268525,0.19459985265122953,0.11781292309147212,0.09927848322130967,0.06764021896969662,0.06442779160082443,0.009484780252714433,0.002504373096171327,0.001262534106449609,0.0012418654286656154,0.0008577849168699439,0.0008577849168699439,0.0008577849168699439,0.0008577849168699439,0.0008550152800413622,0.0008550152800413622,0.0009309958268939317,0.0008550152800413622,0.0008550152800413622,0.0008550152800413622,0.0008550152800413622,0.0008550152800413622,0.0008261470258094204,0.0008261470258094204,0.0008261470258094204,0.0008261470258094204,0.0008261470258094204,0.0008261470258094204,0.0008261470258094204,0.0008261470258094204
f1,80,2023-5-4 0:00,0.0007808336132280764,0.0007808336132280764,0.0007808336132280764,0.0007808336132280764,0.0009075218885532286,0.0009075218885532286,0.0009835024354057983,0.0009075218885532286,0.0009075218885532286,0.0009075218885532286,0.0009075218885532286,0.0009075218885532286,0.0007808336132280764,0.0007808336132280764,0.0007808336132280764,0.0007808336132280764,0.0008568792855346889,0.0008568792855346889,0.0008568792855346889,0.0008568792855346889,0.0019437561463047477,0.0020898249975620465,0.004750221442490095,0.011250445126216469,0.10305648141704353,0.12066293975813504,0.16801349973423585,0.22434836645809517,0.40343354969903705,0.5032778339014438,0.6763107339787654,0.7066943008334379,0.7427599017987614,0.8610914191637524,0.8888743423244861,0.9733688980814387,1.1794289342892845,1.2461646917512397,1.2964834259045719,1.3886457118457223,1.4534521289040923,1.4558329528182101,1.491561565693621,1.4700601173304164,1.487600251983036,1.4521689088852858,1.502522151658221,1.5339258571571477,1.4471429647314444,1.4269736681333656,1.3575931490109956,1.3395443046329236,1.3018181150760673,1.2675021245092346,1.184503930653647,1.072217119155043,1.0905892954090146,0.9576724772389144,0.8615339779057498,0.7640548912118749,0.7456187491828103,0.6466980560367753,0.4786631217657589,0.4046533571273953,0.3311837958065382,0.29721071581909225,0.23817243222540485,0.1920290645473372,0.1242584173295077,0.09629358211426721,0.07495448588660403,0.07119212402243003,0.01409359583146134,0.004033874530443988,0.0005796786364266138,0.0005590099586426185,0.0008124715042885999,0.0008124715042885999,0.0008124715042885999,0.0008124715042885999,0.0008097018674600181,0.0008097018674600181,0.0008856824143125879,0.0008097018674600181,0.000814367759374063,0.000814367759374063,0.000814367759374063,0.000814367759374063,0.0008268103243325727,0.0008268103243325727,0.0008268103243325727,0.0008268103243325727,0.0007808336132280764,0.0007808336132280764,0.0007808336132280764,0.0007808336132280764
f1,80,2023-5-5 0:00,0.0014101554548606955,0.0014101554548606955,0.0014101554548606955,0.0014101554548606955,0.0014101554548606955,0.0014101554548606955,0.001486136001713265,0.0014101554548606955,0.0014862011271673092,0.0014862011271673092,0.0014862011271673092,0.0014862011271673092,0.0014101554548606955,0.0014101554548606955,0.0014101554548606955,0.0014101554548606955,0.0017007679570858406,0.0017007679570858406,0.0017007679570858406,0.0017007679570858406,0.003243863225086563,0.0033899320763438596,0.006487720053229232,0.012732237954803372,0.09124648091493333,0.1057959654207728,0.1597453588646206,0.22359643205890442,0.2733986858638784,0.3336515008608961,0.36543858006278307,0.399226563883164,0.5483658252974553,0.6861127576460471,0.8400844717416427,0.9246356986946853,1.1521392624195592,1.2027877246408236,1.2203255667168404,1.2372749803492886,1.2946082651772004,1.3071122744786303,1.3627778272011688,1.396714838186287,1.4003400927616856,1.381701358971117,1.3887929200001807,1.3887929200001807,1.3529662516445482,1.3502814548756819,1.3629319980869798,1.400644569442022,1.3020485290591612,1.2435760239579685,1.1813758996387325,1.0763946030197937,1.0489265839004642,0.9150202540428545,0.7905004515858669,0.6887314513476451,0.6275904681530498,0.5519256742673943,0.4429536501595665,0.3439795408841891,0.31395052396341394,0.28713195637507033,0.22047276299858004,0.19816430211930974,0.141419080101862,0.10704127247857811,0.07798514554667112,0.06915891829033378,0.005241572313104268,0.002476480646603559,0.002098114157621803,0.0018698951171953666,0.0014665334506565395,0.0014665334506565395,0.0014665334506565395,0.0014665334506565395,0.0014431845189298903,0.0014431845189298903,0.0015191650657824598,0.0014431845189298903,0.0014260760620573366,0.0014260760620573366,0.0014260760620573366,0.0014260760620573366,0.001373379321477371,0.001373379321477371,0.001373379321477371,0.001373379321477371,0.001373379321477371,0.001373379321477371,0.001373379321477371,0.001373379321477371
f1,80,2023-5-6 0:00,0.001365635429975397,0.001365635429975397,0.001365635429975397,0.001365635429975397,0.0015114862997345287,0.0015114862997345287,0.0015874668465870974,0.0015114862997345287,0.001365635429975397,0.001365635429975397,0.001365635429975397,0.001365635429975397,0.0015114862997345287,0.0015114862997345287,0.0015114862997345287,0.0015114862997345287,0.0014587895591545645,0.0014587895591545645,0.0014587895591545645,0.0014587895591545645,0.0027998008809425818,0.00294586973219988,0.005781188481015102,0.014308796262909065,0.042490611814979304,0.045670885775358105,0.07284778440290876,0.11320413216282382,0.1538694892276968,0.1871912493803681,0.23135365595033133,0.24611241319526422,0.3830001657676759,0.454089962639839,0.49677750479335997,0.5742266169686362,0.5845511756844213,0.5934924928512824,0.6014388098088388,0.5780302051575137,0.5632536001785002,0.5781098333676243,0.606083627643361,0.643886750850531,0.7117500105865445,0.6635289623265102,0.6624510320444872,0.6592900623217327,0.732590221641395,0.7740409202589064,0.7901984669343425,0.8623006740162423,0.9414531862608372,0.9151458478162277,0.8588988874097904,0.7772034049557532,0.7693653680838212,0.734585702072966,0.7133854206271308,0.6569553590157676,0.5687129030914962,0.46652011765453677,0.36717488235589496,0.28881668920228454,0.21890614761062,0.1994537675937435,0.1267388574439972,0.10284767233758187,0.09699547364655738,0.054515945182919114,0.03272938407239782,0.03283618372225053,0.0041331588454947025,0.0012733713818938023,0.0009893566558800415,0.0009893566558800415,0.0015272035835984113,0.0015272035835984113,0.0015272035835984113,0.0015272035835984113,0.0015272035835984113,0.0015272035835984113,0.0016031841304509802,0.0015272035835984113,0.0014340494544192437,0.0014340494544192437,0.0014340494544192437,0.0014340494544192437,0.001560737729744397,0.001560737729744397,0.001560737729744397,0.001560737729744397,0.0015272035835984113,0.0015272035835984113,0.0015272035835984113,0.0015272035835984113
f1,80,2023-5-7 0:00,0.0005473719613508062,0.0005473719613508062,0.0005473719613508062,0.0005473719613508062,0.0007998637649203982,0.0007998637649203982,0.0007998637649203982,0.0007998637649203982,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.0015775356268234368,0.001723604478080737,0.0038118812847330527,0.010014886184100319,0.029257903191540716,0.030889250456003416,0.05034614817548345,0.08653178152132888,0.0943786113889322,0.1360240833984707,0.21742097862809046,0.24784291294247207,0.3542505392663799,0.3992020788667168,0.38788421082724756,0.38310277530111037,0.386064990114318,0.3921614248069023,0.41395687369757544,0.4640305984409315,0.5150167556891976,0.5357255675990961,0.5721445808574331,0.5702421342684415,0.5776580549082058,0.5826330588923933,0.570026907560793,0.5561539978036767,0.6109145756715333,0.6008593362423856,0.6148211473230167,0.6071144055505382,0.6362514820129535,0.636791012307488,0.5700410758638557,0.5211157548558552,0.5335972057152303,0.5088264751497062,0.4943410059937358,0.48169828564122186,0.4508699848405064,0.41146516823998963,0.32773459752276674,0.2667029922093052,0.22323709838852474,0.20443478399998383,0.1380189928277515,0.11696929320778673,0.09072618336993973,0.06978258708699701,0.05725589639389717,0.051248413964085825,0.006249963881672375,0.0006687170919934226,0.0006241463928947784,0.0005281937270574928,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163,0.00045421783217164163
f1,80,2023-5-8 0:00,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,0.0007323622892969091,0.0008784311405542064,0.00278756679989697,0.009492575006215365,0.020923575718883678,0.022410573705686446,0.031133092509385448,0.046984663591251793,0.07049003946459137,0.09903159746055655,0.14943558736447574,0.1597498329488154,0.2302562734025203,0.2620647908873677,0.27542581937907223,0.30354095231853584,0.37136778519974106,0.38162339759909253,0.4007393532685836,0.4164605890757708,0.4128852312334168,0.4151911056981618,0.44557030383347557,0.5062524670880918,0.5626596960124122,0.5681536047604451,0.5252613277008924,0.49343356370827024,0.4331534143956249,0.43717691881585935,0.4364268860645468,0.44301450831437805,0.44663793617654607,0.436240168129973,0.40482464234991794,0.3890401926922668,0.3545609923822203,0.34005362965719027,0.307929700631539,0.27142196462068263,0.25804436686907173,0.23097318158091307,0.221203213977395,0.19132519490282102,0.16991438336385675,0.1511637309035768,0.08821726943312629,0.0674825001181683,0.04268066990355971,0.026620559364669446,0.01923955005391368,0.01885295610675903,0.0013643785662780384,0.00020515258307123637,8.529789591930232e-05,8.529789591930232e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05,8.587337908864125e-05
f1,80,2023-5-9 0:00,0.001865018100249978,0.001865018100249978,0.001865018100249978,0.001865018100249978,0.0019334321246938246,0.0019334321246938246,0.002009412671546395,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.002364171189479621,0.0025102400407369203,0.004419375700079632,0.011575017986289559,0.05799144708932827,0.07077030931193777,0.09189414766154749,0.10556110090759564,0.15286393349719535,0.17536089039768016,0.24794210403581168,0.26661205019571993,0.39289951177461935,0.45008401351683197,0.5103405998905336,0.5642742095944163,0.6542201693751266,0.6620563845217028,0.6715612847353908,0.6942616215021833,0.7704498372500792,0.7992453841775925,0.8381466097869708,0.847626408747232,0.923672895665867,0.9460868861575781,0.9205771658885621,0.9205771658885621,0.9176133277508877,0.9364619405911642,0.8841655157694702,0.8849209732636567,0.8491613359832677,0.8045847576212158,0.7518458080078524,0.6890708924659893,0.690157260250573,0.6425335607748295,0.5935185094695549,0.5628152488881768,0.5002161378035128,0.4708070834600196,0.38430647792697126,0.3107073120099173,0.2818594912212286,0.27027147764960235,0.20145324171281262,0.17275816404116712,0.1004713735523048,0.08365610330277702,0.07161131558468618,0.06341596701403188,0.017763547596853838,0.005366874264562552,0.0001858060357119173,0.00022526265187923955,0.0018853522915082534,0.0018853522915082534,0.0018778145798928618,0.0018778145798928618,0.0019288161373113525,0.0019288161373113525,0.0020047966841639227,0.0019288161373113525,0.0019306624878652437,0.0019306624878652437,0.0019306624878652437,0.0019306624878652437,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0019334321246938246,0.0024074343535289587,0.0024074343535289587,0.002399896641913567,0.0023982238767056756
f1,80,2023-5-10 0:00,0.0007325072563012649,0.0007327221187557288,0.0007327221187557288,0.0007327221187557288,0.0006528624563312519,0.0006528624563312519,0.0007261431502010065,0.0006501626033484372,0.0006043093918384278,0.0006043093918384278,0.0006043093918384278,0.0006043093918384278,0.0006043093918384278,0.0006043093918384278,0.0006043093918384278,0.0006043093918384278,0.0006043093918384278,0.0006043093918384278,0.0006043093918384278,0.0006043093918384278,0.0009359326174533544,0.0010820014687106553,0.002825901982098809,0.007869020346731937,0.1482867164404474,0.19651362400916902,0.29270943602664923,0.3685577138687681,0.579190317476931,0.6930640501074677,0.8069295965541949,0.8811782768641665,1.0871603006693853,1.1843644706064274,1.2562298079519614,1.2825759163890205,1.4084916281986324,1.4748078528438673,1.5182541538889378,1.5913370737350807,1.642211844852386,1.6670647396055827,1.7226638393098868,1.7226638393098868,1.7248558365199922,1.7451112836217024,1.7451112836217024,1.7451112836217024,1.7341402963492416,1.7341402963492416,1.7317263240772374,1.7063319297736266,1.7007620925114482,1.6618261849910059,1.5636973479827256,1.5081084266461238,1.459960978797471,1.3495328978984336,1.2707578259732342,1.1866530471558159,1.0034581165174876,0.8512821105896513,0.6742375708913505,0.5507752731610107,0.46126335643854893,0.33383827103554264,0.2703278150880776,0.22839387609985828,0.15859567697058,0.11373256807264606,0.07960496811758452,0.061269989573918285,0.0185034925747174,0.0046445324553839535,0.00038739635277322863,0.0004268529689405538,0.0008049756464274085,0.0008049756464274085,0.0008049756464274085,0.0008049756464274085,0.0008049756464274085,0.0008049756464274085,0.0008809561932799783,0.0008049756464274085,0.0008077452832559903,0.0008077452832559903,0.0008077452832559903,0.0008077452832559903,0.0008077452832559903,0.0008077452832559903,0.0008077452832559903,0.0008077452832559903,0.0008077452832559903,0.0008077452832559903,0.0008077452832559903,0.0008077452832559903
